EN	RUS	ID
Sun Dalu	Сунь Далу	83650771b3d82594;8c568e0f7f115bdc;d8b1f6d9c58868ce
Sun Hai	Сунь Хай	1f219a2b338d1077;283883a4588bb886;2f116e654ae0aca3;60931d7ef3a7660a;afd584a71c355f5f;db39533aec25e101;f825d588a7c241e3;fe3e28f51ac9623a
Sun Linghai	Сунь Линхай	002ebcdce0903eca;0e2b446e654899dd;256535cbe727c995;563f402aa131e513;7856e6a17db1f887;9b1e6bad41e3f050;d7259daa9c556a9b
Sun Lisan	Сунь Лисань	5ea02c2cbb292ece;5ee009eb259530fa;ec316bc1f1367334
Sun Mengliang's Grocery Stall	Ларек Сунь Мэнляна	10f88e06abb3f9e9;12a4b8d0362d706d;39cce4f775a827ec;4c9aa789531d219b;a6999383798b5ae3;ee15243ee5552116
Sun Qiang	Сунь Цян	49ccde4f08b7e4ac;e38cfd01a226c0fe
Sun Quan	Сунь Цюань	1030cac3c4fa2ec7;1cecea948c7df8f2;43187d45f0dd7d65;6d7155dc16235420;8d316a03d3fe07c6;8fa9ece54e933b24;e88f9346a3916277
Sun San	Сун Сан	1bef321e1a44413b;9f8722dc182fae35;b533f1d6dc185859;b63a85164e46c576
Sun Shangxiang	Сунь Шансян	33d79cbd2ffadd1c;c92d5f217f25efc7;f8c686ba364b1725
Sun She	Сунь Шэ	050b76729e16f115;0510ce44878dfb12;0579f7c1c6b8f61c;1283538145201cb7;14c5fdc06e30e4b1;361d4d7e76d6efa6;38cd1e1efaf625a2;39192f7aede0b864;3a6395bcb4299f00;3c6be09d8c57cb82;4a30144dbf6a2693;5deec7762d167ea1;6e17583710f3d07b;71e6745b00b8a023;79d85b8c2f182021;814ce60d295fa9a0;830830734f3e7168;8e1abeb0c11577c4;8f8e9693cf4c83d4;906a0db85c414f8b;a43a2b8be95ff4de;a902afd260e89df9;aa627748e745d141;b03b4a34a102109a;b69b9238f1bb82e9;ba7025ba308eeb04;c12d2235565f89a8;c648c501244d7fef;c66833df5e9799f2;d233b55532d08daf;d2d911b5f7ca64b4;d420604a46d452e6;d51712c5687b7559;d5965a11dc599f3e;d8870afc5a125031;d95a83c3b35899f7;de275f53917d30ff;e828af8daaae09a6;ea1eb404484d9e4a;edb48b1f86703245;f69e934c52ee5782;fdde41a948797c2b
Sun Sheng	Сунь Шэн	0510ce44878dfb12;0579f7c1c6b8f61c;39192f7aede0b864;4a30144dbf6a2693;5deec7762d167ea1;6e17583710f3d07b;71e6745b00b8a023;814ce60d295fa9a0;8f8e9693cf4c83d4;a902afd260e89df9;b03b4a34a102109a;c66833df5e9799f2;d2d911b5f7ca64b4;d420604a46d452e6;d51712c5687b7559;d8870afc5a125031;d95a83c3b35899f7;e828af8daaae09a6;f69e934c52ee5782;fdde41a948797c2b
Sun Shui	Сунь Шуй	03d1038c7d8b75f7;0d481a81be659089;0ef23c0972edb3cc;364123b7d3332c75;6e0482e7ae2c0eab;a4196efe1a4c8f35;ccc81b034a8a4bd9;d2fbd10662709903;e75a1ce879fbd3b8
Sun Sisi	Сунь Сиси	01a993cb8e826419;020ffbd599ef1b3c;03e9ed39d7cb518c;06db099ef5b03068;0b12831b3ff7c69a;123476529072d65d;2f55d9751c1e0f3c;3541857d05330814;461d33ade1d84f45;5388815f245eabbb;5a1280135ecd26b7;5ebb10124116095c;622e0cd1f6d620d3;6288192d9b8ff395;68ea2561157de62b;6fd2c7484c4fce85;70f24a21729adf6a;7cb0932dbf306fce;7d25943ffdb850d4;7ded1a9903c4f9c2;8173f757affc4c56;841ccf0c56ead510;886f03f9c7bfe92a;95cf34bf6a325a47;98d13c6468abf994;a54357db87586d60;a9c2220045a03a73;b12c2d6c6f69b90e;b8268001ac29352a;c2eb8ace802bdad1;cd8b53333308e573;ce57b56e4a5d6ee2;cf4ca4024160ccf8;d1e5aa92e2e2b81f;da34fc0df14ea6d4;e015e3befa62b4ef;e9c51a4bb6579291;ef4108e313531f9c;efa33ae3288b0e3c;f0c9c4a3f52cebdc;f29e6252ac2409a4;f6a0f56fe2772f98;fb07e032f4bd9ec7;fe9d47d28826668d
Sun Wu	Сунь У	05a95397db3eeb61;06ecc9a1f4e664fe;088a2051642d8fa8;097af94e33678517;11b96400fbaac253;19c4588efa7cf84e;1bd8ccdcc4574b44;26da6f9e2565830c;3266862196daf4cf;33c643d832d643a5;379c352000b47461;38b76cb1e6a302d5;3cb29b6bd17d0a79;405e4e7efda5449d;4c9326bb934ca56c;512c606cbc5f5a4c;59e0d6ed02eeb38f;630b321a70d391e8;6f48e71c0a5f84d6;8d316a03d3fe07c6;979c076f9a6a2519;a34191f7b64818ed;addff54b8370821b;b2f4b6738cbe1b5e;b8ad3709440f9fac;c103ae2915d0c59c;cc25db5e2a9de5f9;d369d24a660ae005;de0e05f83a86ea66;e21029074d55abdd;e3fe62ba63554578;e6cac27f0149dd39;e8fe9548f30dfacb;eb173fda9619f611;ebdc0bd59c4f967d;f0b70012827154e0;f341b7a9b1b34111;f73f9a104f00f712;fbe1ae3c4f6436d8
Sun Xiaoxiao	Сунь Сяосяо	25044f08508fe11c;542c44dec87514c7
Sun Xiaoyi	Сунь Сяои	52c56872d5a4be18;ba7e5f74db72e8fb;ce92409096ff7d81
Sun Yong'an	Сунь Юнъань	d8beb95565c97bc4;f2522cf1e5a49f6d
Sun Yuan	Сунь Юань	0dfb385ca40e6624;15f53abdbc21e81f;163b33da25a0935c;199610de4a9cf6c3;1ead74232290b5dd;1fe2da3e06d5efb8;2484f812b915d2d4;28c219045cb59fcc;29f86ce4356be72c;2b4fd964f8ca18ee;3ab3138385194fe9;4aed0b569887a12a;4d79cb99fdc898ff;6395d54c2600a0c5;677e73c0e16f0576;6c06c61efb7f5ee1;6fc4b360cec7cbf9;754ac796d1cc6aca;76035fdb8c8095c3;769bcd33339d8c38;78833b2209057750;78ba61c47c9f8cf1;7f695f6b36014a2f;866cf0950c6bdc95;8844b230d62225fb;8857b85d40495800;88a2146760c9a110;8f74769be08b9852;9017ad25ee6bfa0c;9237b8e2ec7584e5;926c04c9bba98892;966c0f125c0aeda9;9cbf6d418c6ebf9d;9f9a5849bc622e9d;a40ec1e53732a14a;aa9ee95cf04f394c;b66437862aab1206;b6ec60fa84dec3db;bec59819e351e1ed;c12b6ae2684a2f16;c27a01dbd5824bba;c29e8fc76d41b1ee;c460d63343269265;cbbde15a711f2c2e;d31fa7a211b1576c;d8fe5f5192a21868;d903f59fbe91fc94;dacb6063bbd2f69d;dc7794e77e55b666;e3e43a441745e249;e441c4a88d3a3b3a;e7ebd9dbea853ed7;eca7b06ab3fcde31;f0fc8ffb606f89ab;f49bff7a6b8852f5;f59eb92afa47bc1b;f78729b8aa2e6dcb;fb86c44f197b51ba
Sun Yutang	Сунь Юйтан	11ab69a9e77a2b0a;26e70f9fda56ecb1;2ba991f51bb6ced0;44ab1fac9ef7245c;5aeff0ad6dcb4d11;65946a14d3f0bdd6;7a4110d8bc0c8a88;8627e73b26bf5f80;8b84dd27e0a6bcd2;931c097453907732;93869011885a8a58;9ffc2b69a08a7389;a3ad4f3058e0d3c9;aa0b17c20d34e202;b3b02bdc2629a62b;c2e97e2aa5780b1c;cc25a79d5a124147;d32344a0d2d8bbb3;d453d094fe9f7e4b;d78ebc5204fa443a;e7d9ad6bb4866a67;ea06164dee0a2cb1;f87a035194a2fd4a;ff0363867c33be1f
Swordsman Lu Ke	Мечник Лу Кэ	082b8ea1e284ed04;c0bf837b20b65bb4;d330669ea8be66ed;ea7edaf0b9f45ed3
Tang Ji'an	Тан Цзиань	133867b17c047a1a;2cc0df996381f536;3c36cb214e1d2c2d;426e468144682c51;4350ba29ae14fad4;508d673cb3ba49b2;56cc4914be18cbae;783324e58efc777e;7c636866ad8db55b;7f83eacd028be9aa;9aae7691732c8695;a41edda66b27025b;ab70a09c29b81976;aed3755b7a9c46f4;b88f4f8ad61e9e94;d38d4e130876cd65;f2038a98809ed83f
Tang Shuhu	Тан Шуху	0a12e16bf5d29a02;274cffccc7c64eac;2af2d76c7a26ff70;68bb703101fe893c;7ee3728ffe34d2bf;897f464539a9c284;945b54c73dff6fd0;9e3ad8f58cf0a92b;ae19675e972934fb;bf9a78b28e197aa9;cd64591bfde8538b;d1a6c0b31e4d335d;d6fc8744c2e3e720;f8b8d97caa688dbc
Tang Xiao'an	Тан Сяоань	00cf46be97636ce2;020a6e1744100dfc;05139b84819631ea;4c9f5152b2d0f7f7;6a8e4aba1dce9653;892694929dc6d152;98714c11e7a43786;a3fb495ef1d00fae;c620be2045737e43;cb73c920f917fdad
Tang Xinci	Тан Синьцы	0123b3bca54a0613;0d550e253c934852;105e6e434f107b2a;16f7109b30f18b18;16fe20744d66d942;181e29b730081c72;19c4139ae5f8c439;1f2ab7c65d2237e1;285e0dffd09c8396;2d2145437bbd78c0;2e2250e8e230ba11;36d4e286b8c6f412;3fb1160d2f545fe3;46a63b8bd25e7f66;4758ac13d99f2bb0;4b3c45032478b821;69c2ef715ab69f0e;760fc6dcdefc49b5;79aec8f4051e394f;875a81e8e444b73e;8b708de546dddc68;8de37c8bab0b5d09;8e6eeee409301422;8f17b3378893c17c;989b79bf4657c058;a92120df95cf755a;b640e0c90ada8ccc;bb8f4c261c265667;bc90744b43480e72;bd7a37c2931bcd79;bf946bef4b404382;c1e62507fd6243c0;c780dd7d9d2b3859;c9202fa904b642fd;c9a3ddb088dbfa7e;d26bc70586ce7523;d94a88408e769d7d;dbf38631f4ac8e7b;df8d07299fca3366;e6cf518afc2557ad;febe80a4103a5573;ffeddf6c70aa3448
Tang Yue	Тан Юэ	01ca800a8683fc30;04b87a8597828292;082ce55dcd693edf;0feffe7ebf9f274e;1bcc18050d637603;343ebe9bf67f638d;367695a4cf0fb914;387d50e9188dcfb4;39c61cf22086d478;4077fc294ac0fbc9;4aa8de3aae77b6e8;4ba758ff7c98f6f9;4ef8c924ef1fee19;50185f81e72a76c8;563a39ea66baea44;63b780776dc18070;6cebbc49714f9400;6f53697de25dc7f4;803e19ccedb85335;89ddcfbf90df3569;8ed3c50ac747128a;96c601174c300048;9f2e4ce13487a500;9f8f6d93294b50dd;d479f18cfba6a3e1;dcef9d8b0acb372e;e04d80422b10fd2a;e3427d7e0f2e185d;e8d8bd3f3d76cfe7;ea57a28e3035398d;f29f929ce28c6b70;fa0fb135570f1e4c
Tao Ju	Тао Цзюй	07385d9b247897b7;0b4a9ff077bad898;0cc34bdf406171df;1e357c42bdd443b0;24d3c41165165bb0;272e272520c7af8d;3445c44e6b7bf717;3b68ffa3c56a8a36;644670199bdece56;84fbb80878ca5c91;8891ffbd9b670ed0;94c75f2c7d167b46
Tao Ran	Тао Жань	161dea05981f7c8a;3e51c6094ca13f7b;4645742e3d4141e0;60e87d6274a1d4f2;aa560bc77e8d8162;ac32a55b6a7a19e9;b11a501b7b49957d;c6340820dabb8405;c72807243e6e139e;f28593838b0867f0;f3309c4285d799db;f9a956c2ce526f11
Tao Tingliu	Тао Тинлю	0ba545abaf2ad851;1d953ac783d0e115;3980ef6dd990c9ac;4fccf1ecd0b41cea;5845021d41ee5916;6af2e77052be60fc;81903de9395a5b25;ac3425de50eec765;c9bf5753dd7248fa
Tao Tingqiao	Тао Тинцяо	043653f51463027b;28af2e0f4ee2632e;de2c4f2747d2c1c6;e880a06117f8cd5c;fa3229e92a5dd85a
Tao Wang	Тао Ван	0cdf9b40a5d6b0ea;10742ee55b691a9d;17666e25a093e1d4;314ea2ac592d9520;57b14845434449af;8935fa896312c614;92dc4c6e2e1a0c6f;c1206c6807971025;f1a1ef48ca0c6bc8;fe3c03564a3b85bd
Tao Xiaoxiao	Тао Сяосяо	0285f61433862762;101a79ba69d9dcfc;1e32dd6a442a73ab;28bfbf61a1b75fc7;3e469a30de789bdc;412922fdf108d535;ba06602a50b70642;fe634e53390cff2d
Tao Yuanming	Тао Юаньмин	235b8152157f86bb;40ab2c4cfe2f685b;4e42651ea0d940a9;f50d8a49bd8ca1ae
Tian Danui	Тянь Дануй	0d0377eb886680a0;31f2c65af20d82b9;573efdd17eb5642d;76f798979666a1f4;cf7cc039a2b8ee7b
Tian Erxiao	Тянь Эрсяо	1ea931bd0b41f98a;517424c81627e13b;7334a98bd6263810
Tian Fei	Тянь Фэй	2691900cd16fadf0;45c63e836266f0c9;4725ceefdf60fe33;892eec412145d5a5;8b27cbe6195dddac
Tian Heng	Тянь Хэн	11489f24d75ca84c;1a8ca53032459cfb;45f712bb50519920;47a6520bc0cc421a;517413f4b76bc128;57b312c7f140a1d9;987098227bb0e4ab;ea8b47a0d4484972;f074a174be6ad136
Tian Miao	Тянь Мяо	0a0755865f768e08;15b89c6b237d3ffc;435b5a4579abf251;4e6bde241400da70;d18d3e38f995413f
Tian Qi	Тянь Ци	00bdb562d81446c8;02d993d770c05e1c;1d7bd4436b16e5e4;3617490659dfb2b2;36b310703f33a92e;381ea1d318b1840c;3b8168e851c0d375;3cdedad8be02de18;4c6472ddd2d03414;52b3db7391c5601f;5450bdc4ba2668b1;573687caf653c893;61452d2df7aeea33;64c9d890ba6bfadc;6762fe25f370971b;6adb37ede967b67a;6b0d9a77abfe38a1;6d75fa9ee31c44ce;75be2b46bc9c6a73;7c8527fb7d5a2cc8;8934c9e1d64f00f3;8f0c0d0766283eca;92acf8e921af6d12;9b0de8674e22f258;9ee4c99978d64004;b2fadd4941ea0a05;b55b8a35d504c26e;c7677f8e8a780bca;d020c18e83b3bfd7;da1be952ff2b7d8c;e0580fb7ae9820b6;f1e93e46f3e8c99c;f407fdbee0aa0b13
Tian Qiyao	Тянь Цияо	3cdedad8be02de18;573687caf653c893;61452d2df7aeea33;6d75fa9ee31c44ce;7c8527fb7d5a2cc8;e0580fb7ae9820b6;f1e93e46f3e8c99c
Tian You	Тянь Ю	0f61e912a3e4b813;24f9adfb89ba52f5;3a55f8ab337c466b;50401a1d15f2a979;7e69806182a82edc;91b08c05d4cdcb34;bd0c6f71758df507;c50b1bda001b1040;d9cf5ff8f9baaf7a;eb04af6d5560cd5c;fa34cd02ddb44803
Tian Yunniang	Тянь Юньнян	24cf1574fcabf4e0;276af3fbccf84deb;39d6500c9bf1ead1;7659855bb3cf3ed0;7e216f950cf25a95;9f749c028c6ceb2d;bbe5cf3d3033715e;c6671ac172cb56f0;c9fd73a4276a3226;e841b0b3a9d9857a;ee470c6222f01fe0;ef03715334939204
Tian Zhen	Тянь Чжэнь	42316932557f06d7;97b21bf7ebc5e07d;98a83ba1e30b075f;dbd002693d80fa42;e8cd7add6c0a6aff
Tian Zhichi	Тянь Чжичи	0ae861e28c211f05;166174027a0a4df8;1eebdb0a7291454f;213609c292871527;8a247b71cc16f61f;9084464e4b13309a;b442b93a2954b9fd;b5a01cc9319f7470
Ting Lan	Тин Лань	28a9756ae9f5326f;343c237a5b8c2051;3c97ed51fd5a5b3e;6525a08170c7290f;7edd791e38db93aa;8284c59ad06b72a4;aa3bc07f76942e44;ce5c32a5dce1eea9;e56388baba9cec40;e9d17a4c427c9e00;f8692afcb846e226;fdd2ec12e9f097a6
Tong Xiaoshu	Тун Сяошу	5aa15a23a142b818;da58c08ae5540b44;f71d101521cafb45;ffc508e78ca371d3
Tong Xiaoyun	Тун Сяоюнь	071259e8eabb493d;0752f5bf21b61e9a;0b584017631e4b39;0c5fc159fc1f9090;11fb75a8042b9b83;20f98f35ff1e9905;2c5d32f53ab62451;337254cd6bef9b3c;3d9270235e5cc481;3df35746ea1ddcfa;4587f201060bfd4e;569de703fd4ea31d;5a295d66e6a3af62;5c110760c35405c5;6385100777b66aaa;793deb43545bdda9;80ba16d32adbfb0d;858595b9455ec184;8ce4ec0d8666cbd8;8fda84d82382afdf;a06734245df54615;a3315ac603c56ea5;a3c19a70558fbed4;a594039a0f6ac07d;a9cf869a70b5d3f2;b0538781ee4e8e47;b09beb806a1dcff0;b43ae015cb22cf0c;bab97bf6fce42972;c36d7b6a517997ce;cb321c83f317c23f;cca1a50a803be7d9;d9c4ce54b0b40304;e92f5b5609aa2597;f2b7648727df8eaf;f6a2bdd512222739
Touhu	Тоуху	3e9bf6bdaa5789d8;44a3f433ac867af4;965db4728d9c820e;b4cfcf65e026ae35;b5fb6d955008de50;ba93a3b5f2c0402b;f4b68a7f1ed410ec;fcb9208921f6f9d2
Tuoba Hong	Тоба Хун	98fe2b0a5a8f90cf;c278571a4d05db1f;d91d8bd138057782;e96bb2acefad0d7a
Uncle Ku	Дядя Ку	033b7f4ba3b8b461;200d7eb2250acd6b;2307b41e92837228;47d037dcfda584e6;7b2414c2f5a349fa;905c2c4678c81084;a9fe546749f7f93b
Uncle Shui	Дядя Шуй	8b6b26098d594ff8;93d9fc030a3fa0bf;e217b60bf3842d68
Unfated Tian	Несужденный Тянь	02c81b2ce4e671b7;05e5505bc901a652;17a1b0ad5632d9ac;188dd34a56871160;1a9e3bb550f88659;338bfe57617d63b5;4221ea3082530356;4e15b8b3c3fcc349;512f97f083139d86;672d08e5219ecb0b;6f0b482de01bbaef;a0dc1eb4a81c95b7;a82184f8efbda432;b8ced48c674a74da;cd932bcd6e6873ce;cdfb62f2cd5c924a;eef4ce9ca4a27aeb;f06d5a0674522c31;f84d428344d326eb;fcd232224e9f9be5
